n°,id,symbole,nom
1,5601,5601,5601
2,5602,5602,5602
3,5603,S92.DE,SMA Solar Technology AG
4,5604,KTOS,Kratos Defense & Security Solutions Inc
5,5605,AMBA,Ambarella Inc
6,5606,HEI,Heico Corporation
7,5607,AVAV,AeroVironment Inc.
8,5608,PARRO.PA,Parrot SA
9,5609,DOYU,Douyu -ADR
10,5610,Ryanair,Ryanair
11,5611,ALCLA.PA,Claranova SADIR
12,5612,GBTC,Grayscale Bitcoin Trust BTC
13,5613,HTZWW,Hertz Global Holdings Inc. Wt
14,5614,DEN,Denbury Resources Inc
15,5615,QFIN,Qifu Technology Inc
16,5616,5616,5616
17,5617,ALRM,Alarm.com Holdings Inc.
18,5618,ALDR,Alder BioPharmaceuticals Inc.
19,5619,5619,5619
20,5620,5620,5620
21,5621,AVID,Avid Technology Inc.
22,5622,AXGN,Axogen Inc.
23,5623,BLDP,Ballard Power Systems Inc.
24,5624,BEAT.delisted,BioTelemetry Inc.
25,5625,CAMPQ,CalAmp Corp.
26,5626,CSIQ,Canadian Solar Inc.
27,5627,CEVA,Ceva Inc.
28,5628,CNMD,Conmed Corp.
29,5629,5629,5629
30,5630,CRAY,Cray Inc.
31,5631,WOLF.old,Wolfspeed Inc
32,5632,CY,CYPRESS SEMICOND
33,5633,DENN,Denny's Corp.
34,5634,ENPH,Enphase Energy Inc.
35,5635,EEFT,Euronet Worldwide Inc.
36,5636,FLEX,Flex Ltd
37,5637,FLIR,FLIR Systems Inc.
38,5638,FOSL,Fossil Group Inc.
39,5639,GNTX,Gentex Corporation
40,5640,PI,Impinj Inc.
41,5641,PODD,Insulet Corp.
42,5642,IDCC,InterDigital Inc.
43,5643,IRTC,IRhythm Holdings Inc
44,5644,5644,5644
45,5645,IRBTQ,iRobot Corp.
46,5646,JOUT,Johnson Outdoors Inc.
47,5647,5647,5647
48,5648,MASI,Masimo Corp.
49,5649,MDSO,Medidata Solutions Inc.
50,5650,NUVA,NuVasive Inc.
51,5651,ORBC,ORBCOMM Inc.
52,5652,POOL,Pool Corp.
53,5653,PTC,PTC Inc.
54,5654,QRVO,Qorvo Inc.
55,5655,5655,5655
56,5656,QTTOY,Qutoutiao Inc.-ADR
57,5657,SMTC,Semtech Corp.
58,5658,5658,5658
59,5659,SLAB,Silicon Laboratories Inc.
60,5660,RUN,Sunrun Inc.
61,5661,UEIC,Universal Electronics Inc.
62,5662,ZBRA,Zebra Technologies Corp.
63,5663,5663,5663
64,5664,JMIA,Jumia Technologies AG-ADR
65,5665,FDS,Factset Research Systems Inc.
66,5666,XXII,22nd Century Group Inc.
67,5667,DDD,3D Systems Corp.
68,5668,AYI,Acuity Inc.
69,5669,ADT,ADT Inc.
70,5670,AYX,Alteryx Inc.
71,5671,AQ,Aquantia Corp.
72,5672,BFAM,Bright Horizons Family Solutions
73,5673,5673,5673
74,5674,CLDR,Cloudera Inc.
75,5675,CIG,Companhia Energetica de Minas Gerais-ADR
76,5676,CUB,Cubic Corp.
77,5677,HAE,Haemonetics Corp.
78,5678,5678,5678
79,5679,ZEPP,ZEPP Health Corp.-ADR
80,5680,HUBB,Hubbell Inc.
81,5681,5681,5681
82,5682,IIPR,Innovative Industrial Properties Inc. A
83,5683,INSP,Inspire Medical Systems Inc.
84,5684,5684,5684
85,5685,LTC.US,LTC Properties Inc.
86,5686,MX,MagnaChip Semiconductor Corp.
87,5687,MAIN,Main Street Capital Corp.
88,5688,MD,"Pediatrix Medical Group, Inc. "
89,5689,5689,5689
90,5690,NPTN,NeoPhotonics Corp.
91,5691,ORA.US,Ormat Technologies Inc.
92,5692,HTT,High Templar Tech Limited
93,5693,RST,Rosetta Stone Inc.
94,5694,STAG,STAG Industrial Inc.
95,5695,STOR,Store Capital Corp.
96,5696,TEL.US,TE Connectivity Ltd
97,5697,VSLR,Vivint Solar Inc.
98,5698,WW,Weight Watchers International Inc.
99,5699,WGO,Winnebago Industries Inc.
100,5700,5700,5700
101,5701,ASXC,Asensus Surgical Inc.
102,5702,FLWS,1 800 FLOWERS COM
103,5703,APRN,Blue Apron Holdings Inc.
104,5704,CBRL,Cracker Barrel Old Country Store Inc.
105,5705,JBTM,JBT Marel Corp.
106,5706,PZZA,Papa John's International Inc
107,5707,PFGC,Performance Food Group Co.
108,5708,SFM,Sprouts Farmers Market Inc.
109,5709,THS,TreeHouse Foods Inc.
110,5710,USFD,US Foods Holding Corp.
111,5711,WE.US,WeWork.US
112,5712,NET,Cloudflare
113,5713,5713,5713
114,5714,PTON,Peloton Interactive
115,5715,JFU,9F Inc-ADR
116,5716,5716,5716
117,5717,5717,5717
118,5718,5718,5718
119,5719,5719,5719
120,5720,5720,5720
121,5721,HER.MI,Hera SPA
122,5722,IP.MI,Interpump Group
123,5723,5723,5723
124,5724,AMBUB.CO,Ambu A/S
125,5725,5725,5725
126,5726,FLS.CO,FLSmidth & Co. A/S
127,5727,GN.CO,GN Store Nord A/S
128,5728,JYSK.CO,Jyske Bank A/S
129,5729,ROCKB.CO,Rockwool International B A/S
130,5730,RBREW.CO,Royal Unibrew A/S
131,5731,SIM.CO,SimCorp A/S
132,5732,GLPG.NV,Galapagos
133,5733,INGA.NV,ING Groep NV
134,5734,5734,5734
135,5735,ACKB.BR,Ackermans & Van Haaren NV
136,5736,AGS.BR,Ageas NV
137,5737,ABI.BR,Anheuser Busch InBev
138,5738,ARGX.BR,Argenx Se
139,5739,5739,5739
140,5740,COLR.BR,Colruyt Group
141,5741,GBLB.BR,Groupe Bruxelles Lambert
142,5742,KBC.BR,KBC Groep
143,5743,PROX.BR,Proximus SA
144,5744,SOF.BR,Sofina SA
145,5745,TNET.BR,Telenet Group Holding NV
146,5746,UCB.BR,UCB SA
147,5747,UMI.BR,Umicore
148,5748,WDP.BR,Warehouses De Pauw NV
149,5749,AED.BR,Aedifica SA
150,5750,COFB.BR,Cofinimmo SA
151,5751,GLB.L.GBX,Glanbia Plc
152,5752,KYG.L.GBX,Kerry Group Plc
153,5753,KSP.L.GBX,Kingspan Group Plc
154,5754,BCP.LSB,Banco Comercial Portugues SA
155,5755,EDP.LSB,EDP - Energias de Portugal SA
156,5756,5756,5756
157,5757,JMT.LSB,Jeronimo Martins SGPS SA
158,5758,ATE.PA,Alten SA
159,5759,AKE.PA,Arkema
160,5760,COV.PA,Covivio SA
161,5761,EDEN.PA,Edenred SA
162,5762,ELIS.PA,Elis SA
163,5763,RF.PA,Eurazeo
164,5764,ETL.PA,Eutelsat Communications
165,5765,FRVIA.PA,Forvia
166,5766,GFC.PA,Gecina
167,5767,ICAD.PA,Icade SA
168,5768,NK.PA,Imerys
169,5769,DEC.PA,J C Decaux
170,5770,EMEIS.PA,Emeis SA
171,5771,RXL.PA,Rexel SA
172,5772,RUI.PA,Rubis SCA
173,5773,DIM.PA,Sartorius Stedim Biotech SA
174,5774,SCR.PA,Scor SE
175,5775,SESG.PA,SES GLOBAL FDR
176,5776,SPIE.PA,Spie SA
177,5777,TEP.PA,Teleperformance SE
178,5778,MF.PA,Wendel
179,5779,WLN.PA,Worldline SA
180,5780,5780,5780
181,5781,KESKOB.HE,Kesko Oyj B
182,5782,KCR.HE,Konecranes Oyj
183,5783,NELES.HE,Neles Oyj
184,5784,5784,5784
185,5785,ORNBV.HE,Orion Oyj Class B
186,5786,5786,5786
187,5787,VALMT.HE,Valmet Corporation
188,5788,5788,5788
189,5789,STJ.L old,St.James's Place Capital Plc
190,5790,5790,5790
191,5791,5791,5791
192,5792,5792,5792
193,5793,5793,5793
194,5794,5794,5794
195,5795,5795,5795
196,5796,5796,5796
197,5797,AKRBP.OL,Aker BP ASA
198,5798,EQNR.OL,Equinor ASA
199,5799,NEL.OL,NEL ASA
200,5800,SALM.OL,SalMar ASA
