n°,id,symbole,nom
1,5201,CRSR,Corsair Gaming Inc
2,5202,CVET,Covetrus Inc
3,5203,5203,5203
4,5204,5204,5204
5,5205,5205,5205
6,5206,5206,5206
7,5207,5207,5207
8,5208,5208,5208
9,5209,5209,5209
10,5210,ENTG,Entegris Inc
11,5211,5211,5211
12,5212,5212,5212
13,5213,5213,5213
14,5214,5214,5214
15,5215,5215,5215
16,5216,5216,5216
17,5217,5217,5217
18,5218,5218,5218
19,5219,5219,5219
20,5220,5220,5220
21,5221,5221,5221
22,5222,5222,5222
23,5223,5223,5223
24,5224,5224,5224
25,5225,5225,5225
26,5226,5226,5226
27,5227,5227,5227
28,5228,5228,5228
29,5229,5229,5229
30,5230,5230,5230
31,5231,5231,5231
32,5232,5232,5232
33,5233,5233,5233
34,5234,5234,5234
35,5235,5235,5235
36,5236,5236,5236
37,5237,5237,5237
38,5238,5238,5238
39,5239,5239,5239
40,5240,5240,5240
41,5241,5241,5241
42,5242,5242,5242
43,5243,5243,5243
44,5244,5244,5244
45,5245,KC,Kingsoft Cloud Holdings Ltd-ADR
46,5246,5246,5246
47,5247,5247,5247
48,5248,5248,5248
49,5249,5249,5249
50,5250,5250,5250
51,5251,5251,5251
52,5252,5252,5252
53,5253,5253,5253
54,5254,5254,5254
55,5255,5255,5255
56,5256,5256,5256
57,5257,5257,5257
58,5258,5258,5258
59,5259,5259,5259
60,5260,5260,5260
61,5261,5261,5261
62,5262,MGNI,Magnite Inc
63,5263,MANH,Manhattan Associates Inc
64,5264,5264,5264
65,5265,5265,5265
66,5266,5266,5266
67,5267,5267,5267
68,5268,5268,5268
69,5269,5269,5269
70,5270,MIDD.US,Middleby Corp
71,5271,5271,5271
72,5272,5272,5272
73,5273,5273,5273
74,5274,5274,5274
75,5275,5275,5275
76,5276,5276,5276
77,5277,5277,5277
78,5278,5278,5278
79,5279,5279,5279
80,5280,5280,5280
81,5281,5281,5281
82,5282,5282,5282
83,5283,5283,5283
84,5284,5284,5284
85,5285,5285,5285
86,5286,5286,5286
87,5287,5287,5287
88,5288,5288,5288
89,5289,5289,5289
90,5290,5290,5290
91,5291,5291,5291
92,5292,5292,5292
93,5293,5293,5293
94,5294,5294,5294
95,5295,5295,5295
96,5296,5296,5296
97,5297,5297,5297
98,5298,5298,5298
99,5299,5299,5299
100,5300,5300,5300
101,5301,5301,5301
102,5302,5302,5302
103,5303,5303,5303
104,5304,5304,5304
105,5305,5305,5305
106,5306,5306,5306
107,5307,5307,5307
108,5308,5308,5308
109,5309,5309,5309
110,5310,5310,5310
111,5311,5311,5311
112,5312,5312,5312
113,5313,5313,5313
114,5314,5314,5314
115,5315,5315,5315
116,5316,5316,5316
117,5317,5317,5317
118,5318,5318,5318
119,5319,5319,5319
120,5320,5320,5320
121,5321,5321,5321
122,5322,5322,5322
123,5323,5323,5323
124,5324,5324,5324
125,5325,5325,5325
126,5326,5326,5326
127,5327,5327,5327
128,5328,5328,5328
129,5329,5329,5329
130,5330,5330,5330
131,5331,5331,5331
132,5332,5332,5332
133,5333,5333,5333
134,5334,5334,5334
135,5335,5335,5335
136,5336,5336,5336
137,5337,5337,5337
138,5338,5338,5338
139,5339,5339,5339
140,5340,5340,5340
141,5341,5341,5341
142,5342,5342,5342
143,5343,5343,5343
144,5344,5344,5344
145,5345,5345,5345
146,5346,5346,5346
147,5347,5347,5347
148,5348,5348,5348
149,5349,5349,5349
150,5350,5350,5350
151,5351,5351,5351
152,5352,5352,5352
153,5353,5353,5353
154,5354,5354,5354
155,5355,5355,5355
156,5356,5356,5356
157,5357,5357,5357
158,5358,5358,5358
159,5359,ACI,Albertsons Cos Inc
160,5360,5360,5360
161,5361,5361,5361
162,5362,5362,5362
163,5363,5363,5363
164,5364,5364,5364
165,5365,5365,5365
166,5366,5366,5366
167,5367,5367,5367
168,5368,5368,5368
169,5369,5369,5369
170,5370,5370,5370
171,5371,5371,5371
172,5372,5372,5372
173,5373,5373,5373
174,5374,5374,5374
175,5375,BILL,BILL Holdings Inc
176,5376,5376,5376
177,5377,5377,5377
178,5378,5378,5378
179,5379,5379,5379
180,5380,5380,5380
181,5381,5381,5381
182,5382,5382,5382
183,5383,5383,5383
184,5384,5384,5384
185,5385,5385,5385
186,5386,5386,5386
187,5387,5387,5387
188,5388,5388,5388
189,5389,5389,5389
190,5390,5390,5390
191,5391,DG.US,Dollar General Corporation
192,5392,5392,5392
193,5393,DT,Dynatrace Inc
194,5394,5394,5394
195,5395,5395,5395
196,5396,5396,5396
197,5397,5397,5397
198,5398,5398,5398
199,5399,5399,5399
200,5400,5400,5400
