n°,id,symbole,nom
1,2601,MGAM.L,Morgan Advanced Materials PLC
2,2602,COA.L,Coats Group PLC
3,2603,DPH.L,Dechra Pharmaceuticals PLC
4,2604,MSLH.L,Marshalls PLC
5,2605,HWDN.L,Howden Joinery Group PLC
6,2606,INTU.L,Intu Properties PLC
7,2607,SNR.L,Senior PLC
8,2608,2608,2608
9,2609,OSB.L,OSB Group PLC
10,2610,SXS.L,Spectris PLC
11,2611,SPX.L,Spirax-Sarco Engineering PLC
12,2612,TCAP.L,TP ICAP PLC
13,2613,FSJ.L,James Fisher & Sons PLC
14,2614,BBY.L,Balfour Beatty PLC
15,2615,COB.L,Cobham PLC
16,2616,RMV.L,Rightmove PLC
17,2617,SHI.L,SIG PLC
18,2618,SYNT.L,Synthomer PLC
19,2619,HAS.L,Hays PLC
20,2620,2620,2620
21,2621,RCP.L,RIT Capital Partners PLC
22,2622,UTG.L,UNITE Group PLC
23,2623,SMDS.L,DS Smith PLC
24,2624,HTG.L,Hunting PLC
25,2625,HSTG.L,Hastings Group Holdings PLC
26,2626,BOY.L,Bodycote PLC
27,2627,JLG.L,John Laing Group PLC
28,2628,HSTN.L,Hansteen Holdings PLC
29,2629,ESNT.L,Essentra PLC
30,2630,IGG.L,IG Group Holdings PLC
31,2631,DTY.L,Dignity PLC
32,2632,RNK.L,Rank Group PLC
33,2633,RSW.L,Renishaw PLC
34,2634,PTEC.L,Playtech Plc
35,2635,CRST.L,Crest Nicholson Holdings plc
36,2636,RDW.L,Redrow PLC
37,2637,DRX.L,Drax Group PLC
38,2638,SIG.L,Signature Aviation Plc
39,2639,CCC.L,Computacenter PLC
40,2640,SOPH.L,Sophos Group PLC
41,2641,ESKN.L,Esken Ltd
42,2642,ISAT.L,Inmarsat PLC
43,2643,DLN.L,Derwent London PLC
44,2644,RTN.L,Restaurant Group PLC
45,2645,BCPT.L,BMO Commercial Property Trust Ltd
46,2646,2646,2646
47,2647,POLY.L,Polymetal International PLC
48,2648,IWG.L,IWG PLC
49,2649,PLI.L,Perpetual Income and Growth Investment T
50,2650,SHC.L,Shaftesbury Capital PLC
51,2651,GFTU.L,Grafton Group PLC
52,2652,TMPL.L,Temple Bar Investment Trust PLC
53,2653,CKN.L,Clarkson PLC
54,2654,GRG.L,Greggs PLC
55,2655,ELM.L,Elementis PLC
56,2656,RAT.L,Rathbone Brothers PLC
57,2657,PAGE.L,Pagegroup PLC
58,2658,SVS.L,Savills PLC
59,2659,SDLF.L,Standard Life PLC
60,2660,SGC.L,Stagecoach Group PLC
61,2661,ULE.L,Ultra Electronics Holdings PLC
62,2662,MCG.L,Mobico Group PLC
