n°,id,symbole,nom
1,7001,BHP.ASX,BHP Group Limited
2,7002,CSL.ASX,CSL Limited
3,7003,CBA.ASX,Commonwealth Bank of Australia 
4,7004,FMG.ASX,Fortescue Metals Group Limited 
5,7005,WBC.ASX,Westpac Banking Corporation
6,7006,RIO.ASX,Rio Tinto Group
7,7007,MQG.ASX,Macquarie Group Limited
8,7008,NAB.ASX,National Australia Bank Limited
9,7009,ANZ.ASX, ANZ Group Holdings Limited
10,7010,WOW.ASX,Woolworths Group Limited
11,7011,WES.ASX,Wesfarmers Limited
12,7012,PLS.ASX,PLS Group Ltd
13,7013,GMG.ASX,Goodman Group 
14,7014,STO.ASX,Santos Limited
15,7015,NCM.ASX,Newcrest Mining Limited
16,7016,WDS.ASX,Woodside Energy Group Ltd
17,7017,MIN.ASX,Mineral Resources Limited 
18,7018,LYC.ASX,Lynas Rare Earths Limited
19,7019,S32.ASX,South32 Limited 
20,7020,BRN.ASX,BrainChip Holdings Ltd
21,7021,TCL.ASX,Transurban Group 
22,7022,JHX.ASX,James Hardie Industries plc
23,7023,XRO.ASX,Xero Limited
24,7024,WTC.ASX,WiseTech Global Limited
25,7025,SHL.ASX,Sonic Healthcare Limited
26,7026,NST.ASX,Northern Star Resources Limited
27,7027,ALL.ASX,Aristocrat Leisure Limited
28,7028,QBE.ASX,QBE Insurance Group Limited
29,7029,COL.ASX,Coles Group Limited 
30,7030,SCG.ASX,Scentre Group 
31,7031,AMC.ASX,Amcor plc
32,7032,OZL.ASX,OZ Minerals Limited
33,7033,AGL.ASX,AGL Energy Limited
34,7034,MFG.ASX,Magellan Financial Group Limited
35,7035,IGO.ASX,IGO Limited 
36,7036,AKE.ASX,Allkem Limited
37,7037,BSL.ASX,BlueScope Steel Limited
38,7038,QAN.ASX,Qantas Airways Limited
39,7039,BXB.ASX,Brambles Limited 
40,7040,NVX.ASX,Novonix Limited 
41,7041,CHC.ASX,Charter Hall Group
42,7042,LNK.ASX,Link Administration Holdings Limited
43,7043,DNL.ASX,Dyno Nobel Ltd
44,7044,SOL.ASX,Washington H. Soul Pattinson and Company Limited
45,7045,ORG.ASX,Origin Energy Limited
46,7046,RMD.ASX,ResMed Inc
47,7047,EVN.ASX,Evolution Mining Limited
48,7048,DXS.ASX,Dexus
49,7049,SGP.ASX,Stockland
50,7050,RHC.ASX,Ramsay Health Care Limited 
51,7051,ASX.ASX,ASX Limited
52,7052,WHC.ASX,Whitehaven Coal Limited
53,7053,SUN.ASX,Suncorp Group Limited
54,7054,GPT.ASX,GPT Group 
55,7055,IAG.ASX,Insurance Australia Group Limited
56,7056,MGR.ASX,Mirvac Group
57,7057,IEL.ASX,IDP Education Limited
58,7058,CPU.ASX,Computershare Limited 
59,7059,DMP.ASX,Dominos Pizza Enterprises Limited
60,7060,LTR.ASX,Liontown Ltd
61,7061,REA.ASX,REA Group Limited 
62,7062,APA.ASX,APA Group 
63,7063,COH.ASX,Cochlear Limited
64,7064,AWC.ASX,Alumina Limited 
65,7065,ILU.ASX,Iluka Resources Limited
66,7066,MPL.ASX,Medibank Private Limited
67,7067,VCX.ASX,Vicinity Centres 
68,7068,JBH.ASX,JB Hi-Fi Limited 
69,7069,SEK.ASX,SEEK Limited
70,7070,WOR.ASX,Worley Limited
71,7071,SDF.ASX,Steadfast Group Limited 
72,7072,EDV.ASX,Endeavour Group Limited
73,7073,FLT.ASX,Flight Centre Travel Group Limited
74,7074,AZJ.ASX,Aurizon Holdings Limited 
75,7075,VUL.ASX,Vulcan Energy Resources Ltd
76,7076,CXO.ASX,Core Lithium Ltd
77,7077,AVZ.ASX,AVZ Minerals Ltd
78,7078,VOD.L, Vodafone Group PLC
79,7079,WJL.ASX,Webjet Group Limited
80,7080,VTS.ASX,Vanguard US Total Market Shares Index ETF
81,7081,STW.ASX,SPDR S&P/ASX 200 ETF
82,7082,VHY.ASX,Vanguard Australian Shares High Yield ETF
83,7083,GOLD.ASX,Global X Physical Gold
84,7084,IOO.ASX,iShares Global 100 ETF
85,7085,VEU.ASX,Vanguard All-World ex US Shares Index ETF
86,7086,TLS.ASX,Telstra Group Ltd
87,7087,IPO108.ASX,IPO108
88,7088,IPO109.ASX,IPO109
89,7089,IPO110.ASX,IPO110
90,7090,SFR.ASX,Sandfire Resources Limited
91,7091,NSR.ASX,National Storage REIT
92,7092,SUL.ASX,Super Retail Group Limited
93,7093,TAH.ASX,Tabcorp Holdings Limited
94,7094,ELV.ASX,Elevra Lithium Ltd
95,7095,CHN.ASX,Chalice Mining Limited
96,7096,IVC.ASX,InvoCare Limited
97,7097,RWC.ASX,Reliance Worldwide Corporation Limited
98,7098,PPT.ASX,Perpetual Limited
99,7099,CSR.ASX,CSR Limited
100,7100,SGM.ASX,Sims Limited
101,7101,TLX.ASX,Telix Pharmaceuticals Limited
102,7102,RRL.ASX,Regis Resources Limited
103,7103,MP1.ASX,Megaport Limited
104,7104,NIC.ASX,Nickel Industries Limited
105,7105,PDN.ASX,Paladin Energy Ltd
106,7106,ORA.ASX,Orora Limited
107,7107,HLS.ASX,Healius Limited
108,7108,WEB.ASX,Webjet Limited
109,7109,BLD.ASX,Boral Limited
110,7110,RGN.ASX,Region Group
111,7111,PXA.ASX,PEXA Group Limited
112,7112,ELD.ASX,Elders Limited
113,7113,IRE.ASX,Iress Limited
114,7114,LKE.ASX,Lake Resources NL
115,7115,APE.ASX,Eagers Automotive Limited
116,7116,GOR.ASX,Gold Road Resources Limited
117,7117,BGL.ASX,Bellevue Gold Limited
118,7118,SLR.ASX,Silver Lake Resources Limited
119,7119,PMV.ASX,Premier Investments Limited
120,7120,HUB.ASX,HUB24 Limited
121,7121,ARB.ASX,ARB Corporation Limited
122,7122,CIP.ASX,Centuria Industrial REIT
123,7123,KAR.ASX,Karoon Energy Ltd
124,7124,DEG.ASX,De Grey Mining Limited
125,7125,GNC.ASX,GrainCorp Limited
126,7126,SYR.ASX,Syrah Resources Limited
127,7127,IPH.ASX,IPH Limited
128,7128,IFL.ASX,Insignia Financial Ltd
129,7129,BAP.ASX,Bapcor Limited
130,7130,AUB.ASX,AUB Group Limited
131,7131,NAN.ASX,Nanosonics Limited
132,7132,LOV.ASX,Lovisa Holdings Limited
133,7133,DHG.ASX,Domain Holdings Australia Limited
134,7134,UMG.ASX,United Malt Group Limited
135,7135,DRR.ASX,Deterra Royalties Limited
136,7136,PNV.ASX,PolyNovo Limited
137,7137,FBU.ASX,Fletcher Building Limited
138,7138,INA.ASX,Ingenia Communities Group
139,7139,NWH.ASX,NRW Holdings Limited
140,7140,CMM.ASX,Capricorn Metals Ltd
141,7141,HDN.ASX,HomeCo Daily Needs REIT
142,7142,JLG.ASX,Johns Lyng Group Limited
143,7143,LIC.ASX,Lifestyle Communities Limited
144,7144,NUF.ASX,Nufarm Limited
145,7145,WPR.ASX,Waypoint REIT
146,7146,CQR.ASX,Charter Hall Retail REIT
147,7147,PNI.ASX,Pinnacle Investment Management Group Limited
148,7148,BKL.ASX,Blackmores Limited
149,7149,CCP.ASX,Credit Corp Group Limited
150,7150,MND.ASX,Monadelphous Group Limited
151,7151,ING.ASX,Inghams Group Limited
152,7152,WAF.ASX,West African Resources Limited
153,7153,AOV.ASX,Amotiv Ltd
154,7154,NWL.ASX,Netwealth Group Limited
155,7155,BKW.ASX,Brickworks Limited
156,7156,CNU.ASX,Chorus Limited
157,7157,ABP.ASX,Abacus Property Group
158,7158,BWP.ASX,BWP Property Group
159,7159,ARF.ASX,Arena REIT
160,7160,BGA.ASX,Bega Cheese Limited
161,7161,HMC.ASX,HMC Capital Limited
162,7162,KLS.ASX,Kelsian Group Limited
163,7163,CKF.ASX,Collins Foods Limited
164,7164,CGC.ASX,Costa Group Holdings Limited
165,7165,GOZ.ASX,Growthpoint Properties Australia
166,7166,EVT.ASX,EVT Limited
167,7167,CMW.ASX,Cromwell Property Group
168,7168,CQE.ASX,Charter Hall Social Infrastructure REIT
169,7169,IMU.ASX,Imugene Ltd
170,7170,7170,7170
171,7171,7171,7171
172,7172,7172,7172
173,7173,7173,7173
174,7174,7174,7174
175,7175,7175,7175
176,7176,7176,7176
177,7177,7177,7177
178,7178,7178,7178
179,7179,7179,7179
180,7180,7180,7180
181,7181,7181,7181
182,7182,7182,7182
183,7183,7183,7183
184,7184,7184,7184
185,7185,7185,7185
186,7186,7186,7186
187,7187,7187,7187
188,7188,7188,7188
189,7189,7189,7189
190,7190,7190,7190
191,7191,7191,7191
192,7192,7192,7192
193,7193,7193,7193
194,7194,7194,7194
195,7195,7195,7195
196,7196,7196,7196
197,7197,7197,7197
198,7198,7198,7198
199,7199,7199,7199
200,7200,7200,7200
201,7201,7201,7201
202,7202,7202,7202
203,7203,7203,7203
204,7204,7204,7204
205,7205,7205,7205
206,7206,FSS1,First Sydney stock
207,7207,7207,7207
208,7208,7208,7208
209,7209,7209,7209
210,7210,7210,7210
211,7211,7211,7211
212,7212,7212,7212
213,7213,7213,7213
214,7214,7214,7214
215,7215,7215,7215
216,7216,7216,7216
